texto,label_real,label_texto,predicao
"Isso é uma realidade da imbecilidade humana, não tem moral prá nada...",1,Ofensivo,Ofensivo
Globo ridícula !!!!!,1,Ofensivo,Erro
Dá nojo!! 🤢,1,Ofensivo,Erro
Porque sempre dizer se é Negro ou Branco? A mulher é linda. Título mais que merecido!👏👏👏 Chega desta coisa do PT de dividir os povos! Não cola mais!,1,Ofensivo,Não-ofensivo
Se gritar pega ladrão na frente do congresso até a estrutura física muda de lugar exceto alguns Zanbelli...,1,Ofensivo,Ofensivo
"Ainda vamos ver muito absurdo antes de grande parte do bolsonarismo chucro acordar, o resto vai ser fiel não importa o que vier",1,Ofensivo,Ofensivo
"Que nojo, é um criminoso!",1,Ofensivo,Erro
Fariseu maldito!,1,Ofensivo,Erro
"A visão ultrapassada de que idosos são inimputáveis pelas atrocidades expressa, soma-se a certeza da blindagem do poderio econômico. As instituições brasileiras estão na UTI",1,Ofensivo,Não-ofensivo
Moro Limpou Num Bumbum de Temer Aécio e Bolsonaro,1,Ofensivo,Ofensivo
"Popularidade ñ é poder. Evidentemente, o povo brasileiro ñ tem poder nenhum. (Olavo de Carvalho)",0,Não-ofensivo,Ofensivo
há esperança 👏👏😍,0,Não-ofensivo,Erro
Luladrão teu lugar é na papuda,1,Ofensivo,Erro
"Eu vi esse vídeo, emocionante mesmo",0,Não-ofensivo,Erro
"Guarde sua ""pena"" ...nos da ânsia de vômito",1,Ofensivo,Ofensivo
tá se revelando! corrupta ...nesse governo a gente tá realmente vendo quem é honesto e quem no presta!,1,Ofensivo,Ofensivo
Precisa. Urgentemente mudar as regras das eleições!,0,Não-ofensivo,Não-ofensivo
Não vou perder essa entrevista por nada!,0,Não-ofensivo,Não-ofensivo
Dois derrotados do caralho,1,Ofensivo,Ofensivo
Porque ela é uma ladra morfética,1,Ofensivo,Erro
@fernandohaddadoficial salva nosso país do bozo pfv ❤️❤️❤️,1,Ofensivo,Erro
Os caras que defendem o Ladrao sem vergonha estão achando que podem cagar em todos .,1,Ofensivo,Ofensivo
"Força Carla Zambelli, essa traíra da Joice nos envergonha .",1,Ofensivo,Ofensivo
Perfeito sua fala Dr Janaína...ele tem que se tocar e para de colocar o pai dele em situação difícil.,0,Não-ofensivo,Erro
Ai sabe roubar ...prefeitão de SP....kkkk...,1,Ofensivo,Erro
PARABÉNS PRESIDENTE LULA PELO SEU TRABALHO VC É OBRA DAS MÃOS DE DEUS AMÉM ❤️👏👏,0,Não-ofensivo,Erro
SEGUE O LÍDER NÃO TÊM PRÁ NINGUÉM,0,Não-ofensivo,Erro
"Parabéns, PROFESSOR!!! Em maiúsculas, justamente para ressaltar a IMPORTÂNCIA da nossa profissão tão atacada neste momento. Parabéns PROFESSOR! Parabéns mil vezes!",0,Não-ofensivo,Erro
Ta maluco o veinho,1,Ofensivo,Erro
Esse aí é o tal do Presidente de vcs. Esse aí é o que foi condenado por caixa 2s. 👎👎👎,1,Ofensivo,Ofensivo
"Este cara é um escroto, a besta fera em pessoa",1,Ofensivo,Ofensivo
Um imbecil inepto ! 🤦🏻‍♂️,1,Ofensivo,Ofensivo
"Essa raca ordinaria nao tem o que fazer. Ganham uma fortuna as custas do povo. Ademais, dona Zambelli. A Joice defendeu o Bolsonaro em muitas ocasioes. Voces sao uns vadios desocupados que perdem o tempo fazendo provocacoes o tempo todo.",1,Ofensivo,Ofensivo
Será que o professor já aprendeu a escrever racista? 🤔,0,Não-ofensivo,Ofensivo
Não saia do governo...não saia...força ministra...nossas orações estão sobre a sua vida...Deus te fortalecerá...fique firme.,0,Não-ofensivo,Ofensivo
"@narraativo sim, dando o Cu pra China e Russia e chupando a ROLA da Argentina. Pior é ver gente falando isso usando rede social dos EUA. Burrice petista não tem limite.",1,Ofensivo,Ofensivo
As vamos vencer. Confiaremos em Deus e tudo vai dar certo,0,Não-ofensivo,Erro
É tão absurdo que não sei nem o que dizer.,1,Ofensivo,Erro
"""A gente recuperar esse país"" ele quer dizer a corja Ptralha né? vão abrir as portas da cadeia pra tirar os outros ?e arquivar processos e investigações sobre os q estão soltos?inocente ou BURRO vc hein Lula ,acha que o cidadão de bem vai aceitar VCs de volta no poder ???#ptnunca #LULAFICHASUJA #STFVERGONHANACIONAL #nojo de quem idolatra BANDIDO",1,Ofensivo,Ofensivo
Esse cara so abre a boca pra falar merda. Cala-te !,1,Ofensivo,Ofensivo
"Carla tem que deixar a traidora de lado e não perder o foco. Nossa missão é lutar juntos pelo um Brasil melhor e justo. Não se ocupe com postagem desnecessária, onde menciona pessoas que não acrescenta nada Luladrão e Joice tem que ficar no passado. O negócio é # aliança pelo Brasil.",1,Ofensivo,Não-ofensivo
Aquí e brasil 🇧🇷 🇧🇷🇧🇷🇧🇷🇪🇸🇪🇸🇪🇸,0,Não-ofensivo,Erro
"@joaoamgomes relaxa militante, as pistas que tinhas eram 7 pessoas que foram mortas. Inclusive meu irmão que foi o legista que deu o laudo.",1,Ofensivo,Ofensivo
Graças a Deus 😅 João está em casa . Abraço 🤗🤗a duas pessoas incrível 👏 👏👏👏.,0,Não-ofensivo,Erro
"Povo deveria resistir mesmo , fazer igual Chile botar fogo no luladrão STF na corrupção seria ótimo começando por eles que é patrimônio de bosta!😂😂😂😎😎🇧🇷 ele.quer joga ele na Paulista",1,Ofensivo,Ofensivo
Cadê o PSL para apoiar o Presidente no Congresso? Quem mais joga contra é o próprio partido. Acordem!,0,Não-ofensivo,Não-ofensivo
Parabéns Deus abençoe,0,Não-ofensivo,Erro
"Deus nós acuda, este Lula só incentiva o que é ruim, que homem nojento",1,Ofensivo,Ofensivo
"Marquinho que parece gostar do verbo ""espancar"", mmm?",1,Ofensivo,Erro
Menos um problema pra resolver 🙌🙌🙌🙌,0,Não-ofensivo,Erro
Verdade. Só não enxerga quem não quer.✋,0,Não-ofensivo,Erro
Toda solidariedade a @jeferson.tenorio.9 ! Não à censura!,0,Não-ofensivo,Erro
Carla Zambelli é uma guerreira!👏👏,0,Não-ofensivo,Erro
Ricardo Coutinho você é o cara minha expiração 🙌🙌🙌,0,Não-ofensivo,Erro
Kkkkkkkkkkkkk piada e mais piada pqp,1,Ofensivo,Erro
"👏👏👏👏👏👏👏👏 o @lulaoficial tá livre e os #bolsominionsidiotas estão desesperados 😂😂😂😂😂😂😂 Você já ouviu falar do CAGÔMETRO?? 🤔🧐 O Bozonaro é chique demais, ele já tem até um contador de cagadas pra registrar as merdas dele em um site na internet 😂😂😂😂😂 lá você vai encontrar tudo sobre o Laranjal do #psl 🍊🍊🍊🍊🍊🍊🍊🍊💩💩💩💩💩💩💩👇👇👇👇👇👇👇 👉 http://www.cagometro.com/ 👈 👆👆👆👆👆👆👆👆👆👆👆👆👆",1,Ofensivo,Ofensivo
Falta pouco! Bem pouco para a verdade aparecer! 🇧🇷🙏🏻🇧🇷,0,Não-ofensivo,Erro
Benê gerrueira gigante 💕 🔥,0,Não-ofensivo,Erro
Porque é bandida igualmente a o presidiário cachaceiro do Lula,1,Ofensivo,Ofensivo
Agora estou feliz!,0,Não-ofensivo,Não-ofensivo
"Alguém ainda dúvida q vivemos uma ditadura do Congresso, Senado e Supremo? Desse jeito vai cobtinyar ""tudo como Dantes no quartel de Abrantes!"" E o Exército se fingindo de morto!😐",1,Ofensivo,Ofensivo
Emocionante seu discurso Benedita!!!!,0,Não-ofensivo,Não-ofensivo
Parabéns professor maravilhoso 👏👏👏,0,Não-ofensivo,Não-ofensivo
Benedita é um patrimônio da comunidade negra e do Rio... orgulho da raça...fora racistas!!!!,0,Não-ofensivo,Ofensivo
Verdade! É preciso ser sábio e medir as palavras para não dar brechas aos inimigos! A vitória com sabedoria e verdade conquista uma nação!,0,Não-ofensivo,Não-ofensivo
@joaotorresrodrigues vc é um animal.,1,Ofensivo,Ofensivo
Vergonha nacional deste congresso podre turma de CANALHAS,1,Ofensivo,Ofensivo
"Alô @bolsonarosp hoje teremos manifestações pelo Brasil todo dos motoristas de aplicativo, se puder cobrir nossa manifestação e dar apoio será gigante da sua parte 🙌",0,Não-ofensivo,Não-ofensivo
"Essa atitude é vergonhosa, tem q ser punido,esse vândalo!",1,Ofensivo,Ofensivo
Temos que sair desses espaços e ir para a rua mobilizar o povo todo. Acho um erro do campo progressista e das esquerdas ficarem só na conversa. Tem que partir para o ataque.,0,Não-ofensivo,Ofensivo
"@g.srod total relação! O Haddad e o ""companheiro @geraldoalckmin_ "" são os (ir) responsáveis por isso! Eles falam de economia porém, na verdade é sobre essa burguesia sempre querer definir o que pobre pode ou não consumir. Eles querem ser donos até do desejo das pessoas, decidir até sobre isso! O Haddad é uma burguês privilegiado trabalhando para garantir seu privilégio intacto!",1,Ofensivo,Ofensivo
Educação para todos!,0,Não-ofensivo,Erro
Verdade. E isso que os corruptos querem,0,Não-ofensivo,Erro
🙌Que Deus afaste os Traidores dos homens do bem!!🇧🇷🇧🇷,1,Ofensivo,Ofensivo
Haddaddy te amo @fernandohaddadoficial vai na UNIFESP de Guarulhos bandejar com a gente e ver o ensaio da @bateriamalaguetta,0,Não-ofensivo,Não-ofensivo
Acabou de perder um voto,0,Não-ofensivo,Não-ofensivo
"Gleisi, vc é a pior coisa que nasceu no Paraná!",1,Ofensivo,Ofensivo
Nobre deputado destaque o STF vai continua mandando em nosso país?,0,Não-ofensivo,Ofensivo
"Deus abençoe os nossos jovens ,que sigam o caminho de Deus e estudem para ter um futuro promissor. DEUS ABENÇOE GRANDEMENTE O PRESIDENTE LULA COM MUITA SAUDE E PROTEÇÃO DIVINA DO ESPIRITO SANTO DE DEUS🙏😇💯🇧🇷💯❤👏👏👏👏",0,Não-ofensivo,Erro
Quem manda eleger esses merdas!!,1,Ofensivo,Ofensivo
Jesus o que tá acontecendo,0,Não-ofensivo,Erro
@cidaa24 falou a véia que provavelmente recebeu alguma herança de um senhor conservador de direita que deixou para ela kkkkk A esquerda é a escória da sociedade,1,Ofensivo,Ofensivo
Hahahaha.. essa quadrilha PT é foda!🤦‍♂️,1,Ofensivo,Ofensivo
"Esse homem é um babaca, esse programa dele já deveria ter saído do ar!",1,Ofensivo,Ofensivo
Como pode ter idiotas escutando esse corrupto do PT?,1,Ofensivo,Ofensivo
Ele pode tratar assim esse assunto?! Cade a Damares?!,0,Não-ofensivo,Erro
"Nossa Manuela. Imaginei que vc fosse mais inteligente ou no mínimo tivesse um pouco de empatia. Você já foi á Roraima saber o que está se passando? Tem venezuelano fugindo da fome, da falta de remédios. Imagina a quantidade de venezuelano que prefere deixar a sua casa pra ir a um país estrangeiro morar na rua. Se submetem a situações deploráveis. Mas você não enxerga isso dentro do seu mundinho comunista, não é mesmo? Parabéns, HIPOCRITA!",1,Ofensivo,Ofensivo
Essa mulher tá louca 🤣🤣🤣🤣,1,Ofensivo,Erro
Cambada de fdp - o bolsonaro tem que fazer uma matéria mostrando estes 💩,1,Ofensivo,Ofensivo
Ohhh Glória obrigada por vim na nossa região 👏👏👏,0,Não-ofensivo,Não-ofensivo
Nojo dessa pilantra,1,Ofensivo,Erro
Nossa uma deputada sem conhecimento que eram descontados das férias e do décimo se informa que fica feio,1,Ofensivo,Ofensivo
"Vamos varrer o PT do nosso país. Estamos juntos nessa querra, nosso país jamais será uma Venezuela.",1,Ofensivo,Ofensivo
É melhor Jair arrumando mais cu pra tomar,1,Ofensivo,Ofensivo
Haddad é o ministro!!!!,0,Não-ofensivo,Erro
Retada!! É isso Benedita!!,0,Não-ofensivo,Erro
Rindo com essa legenda. Tem gente da canhota que ama o tal Queiroz. Kkkkkkkkk,1,Ofensivo,Erro
👏👏👏👏👏👏👏👏👏parabéns vamos tira esse governo sujo,0,Não-ofensivo,Não-ofensivo
#cartacapitallixo #cartacapitallixo,1,Ofensivo,Erro
Garotinha bode expiatório ridícula,1,Ofensivo,Ofensivo
Ai meu coração não aguenta!!!! 💖👏👏👏👏👏👏🇧🇷,0,Não-ofensivo,Erro
Faça justiça Senhor,0,Não-ofensivo,Erro
A mãe ...vey... Eu dava na cara dele,1,Ofensivo,Erro
Quando tem homem pelado e as crianças perto vc não fala nd...ta virando conservadora?,1,Ofensivo,Ofensivo
Ique importa mais? O lucro das industrias ou a saúde da populaçao?,0,Não-ofensivo,Não-ofensivo
Bolsonaro o melhor presidente é mas amado do Brasil Mitoooooooooo !!,0,Não-ofensivo,Ofensivo
"Confio muito na sua competência, inteligência e calma, para resolver tudo da melhor maneira!!! Avante Grande Ministro!!!🤩👏👏🙏👏",0,Não-ofensivo,Erro
Nosso Deus 😢🤦 coitada. Que falta de respeito com ela e gratuitamente ainda. Essa esquerdalha é muito suja! Esses jornalistas lixos são realmente de QUINTA CATEGORIA.👎😠😠,1,Ofensivo,Ofensivo
@gleisihoffmann manda a Dilma ir saudar a mandioca e deixa a vida do presidente bolsonaro em paz suas duas capivaras loucas 😂😂😂,1,Ofensivo,Ofensivo
"Fernando Haddad pode até ter uma inteligência mediana, mas não parece, nem fazendo muita força eu consigo pensar que ele tenha. Ele e Lula vão levar o Brasil à falência.",1,Ofensivo,Ofensivo
Muita honra tua participação na sessão e recebê-lo na Embaixada da Polonia para um almoço! Grande abraço.. @bolsonarosp,0,Não-ofensivo,Erro
Só faltam as barras de ferro na frente da foto ... aí ia ser perfeito,1,Ofensivo,Erro
"👏👏👏 lamentável que ainda existam pessoas assim, pois somos todos irmãos.",0,Não-ofensivo,Erro
"Argentina é top, fui lá e gostei muito, gostaria de morar perto da fronteira do Brasil, na Argentina",0,Não-ofensivo,Erro
Como defender vocês perante eleitores de Bolsonaro?! Parecem crianças birrentas! Aff credooo!,1,Ofensivo,Ofensivo
Foi um desrespeito aos policiais. Policiais são heróis. Respeitem quem luta contra o crime. Babdido negro pode? Tenha dor!,0,Não-ofensivo,Ofensivo
4 anos de governo do bozó parecendo um caldeirão do infern0. Inelegível nunca mais!,1,Ofensivo,Ofensivo
@eloah_vasconcellos da uma olhada nesse depoimento!!!,0,Não-ofensivo,Não-ofensivo
Qual nome do Filme?,0,Não-ofensivo,Não-ofensivo
@bolsonarosp ...exatamente assim que tem q ser nas escolas...pede pro Capitão colocar isso em vigor ...abraço,0,Não-ofensivo,Ofensivo
Deus é contigo ministra anjos estão guerreando por ti. 🙏🙏,0,Não-ofensivo,Erro
Grande Eduardo!👏👏👏,0,Não-ofensivo,Não-ofensivo
Benedita é uma grande voz que representa o povo. Escutem essa mulher!👏🏿👏🏿👏🏿👏🏿✊🏾,0,Não-ofensivo,Erro
Essa coisa só diz asneiras.,1,Ofensivo,Erro
Nunca foi sorte !!!👏,0,Não-ofensivo,Não-ofensivo
Grande conquista. Parabéns pelo trabalho que vc tem feito,0,Não-ofensivo,Não-ofensivo
Devia ter pena? Ela tem agora pq não tem parceria na corrupção...,1,Ofensivo,Ofensivo
Está pirralha deveria se preocupar com a fome na África e mundo 🌍,1,Ofensivo,Ofensivo
Parabéns pela sua postura correta e coerente com os fatos. Estou cansado de discursos ideológicos.,0,Não-ofensivo,Erro
Próximo presidente depois da reeleição do Bolsonaro..👏👏,0,Não-ofensivo,Erro
Parabéns Professor!! Que orgulho,0,Não-ofensivo,Erro
Que tudo dê ruim que ele está fazendo recaia 70 vezes mais sobre ele,1,Ofensivo,Ofensivo
PARABÉNS VEREADOR MOISÉS MARQUES O TRABALHO NÃO PARA NUNCA.,0,Não-ofensivo,Ofensivo
Dois zero a esquerda.,1,Ofensivo,Erro
Fala Haddad Como vai a resistência? Tô precisando troca o chuveiro hahahahahaah grande dia #bolsonaro2022,0,Não-ofensivo,Não-ofensivo
Pastor bandido,1,Ofensivo,Erro
Vamos pra frente Brasil👏👏👏,0,Não-ofensivo,Não-ofensivo
Aborrecente mimada e abestalhada!,1,Ofensivo,Erro
Larga de ser ridícula Joice o presidente tem um país para tomar conta tem que dar assunto para esse pirralha mesmo não que nem é do Brasil e ridícula sua atitude.,1,Ofensivo,Ofensivo
Importante é oportuna homenagem ao mestre de sempre. Paulo Freire vive!!!,0,Não-ofensivo,Erro
Janaína tem razão...,0,Não-ofensivo,Erro
Siiiimmm penso como você !!!!,0,Não-ofensivo,Erro
Pirralha socialistas de iPhone 😒,1,Ofensivo,Ofensivo
Até a abóbora está cara!,0,Não-ofensivo,Erro
"Muito bom, ministro Haddad! 👏🏽👏🏾👏🏿",0,Não-ofensivo,Não-ofensivo
Esse sujeito deve ser algum tipo de sequelado. Não possível alguém ser escroto assim sem ter algum problema mental.,1,Ofensivo,Ofensivo
"Esses Ministros abutres do STF, Se julgam acima de tudo e de todos.",1,Ofensivo,Ofensivo
Com Deus venceremos!!Ele Honra sua Palavra!!Deus é Fiel!!🙌,0,Não-ofensivo,Erro
"Vc está contra ou a favor do 🇧🇷 @joicehasselmannoficial? Desnecessário essas suas postagens sobre essa guria, NÃO ESTA AGREGANDO NADA , INÚTIL, muito pelo contrário vc está se desgastando a toa, vamos focar no q importante para o 🇧🇷! E parar de Mimimi.",1,Ofensivo,Ofensivo
"Deveria procurar um trabalho, ao inves de encher a paciência dos outros",1,Ofensivo,Erro
"sou formado em medicina pelo youtube, qual o problema.. até agora nenhum paciente que operei voltou do tumulo pra reclamar...kkkk",0,Não-ofensivo,Não-ofensivo
Gosto muito! 👏👏👏👏👏👏❤️❤️,0,Não-ofensivo,Erro
"O Lobão traira foi na Leda e só falou m.....estava doidão.ele olhava para um lado só,como se alguem estivesse alí.",1,Ofensivo,Ofensivo
"Não consigo entender a escolha dessa guria, só reclama,não aponta e não produz nada",1,Ofensivo,Ofensivo
"@kuka_lucena Um ano sem picanha, sem cerveja, a abóbora encareceu e a geladeira vai a 5 barão, gás sobe hj, gasolina e diesel, mas o aumento é do ❤️, mas a Canja vem vem aí, Canja 2026😂",1,Ofensivo,Ofensivo
"Se o povo brasileiro não se unir para tirar esses bandidos do poder, logo estaremos presos e eles comendo lagostas com nosso dinheiro. Esse congresso é um lixo.",1,Ofensivo,Ofensivo
A rocha eles pra saber ter respeito pelo o nosso povo brasileiro,0,Não-ofensivo,Ofensivo
"Admiro muito vcs, estamos juntos ❤️❤️",0,Não-ofensivo,Erro
O asno e o descondenado pelo STF,1,Ofensivo,Erro
hetero pode tudo não tem censura né? mas um beijo gay nao pode,1,Ofensivo,Ofensivo
Dois retratos do fracasso educacional do país!,1,Ofensivo,Erro
O cara é o tempo todo excitando a violência acabou de sair da cadeia o tempo todo em palanque fazendo política mas o bom que a confiança no bolsonaro está cada dia aumentando,1,Ofensivo,Ofensivo
Sou Bolsonaro e nao abro mão nunca. Você é im bêbedo e presidiário solto Sr Lula lavagem cerebral dos pobres de espírito. 😡,1,Ofensivo,Ofensivo
"E por falar nisso, e a delação do paloci????",0,Não-ofensivo,Erro
👏👏👏👏👏👏PARABÉNS FACHIM,0,Não-ofensivo,Erro
@rafa.castr0 um pedaço do discurso dela,0,Não-ofensivo,Ofensivo
Assaltante de pobre,1,Ofensivo,Erro
👏👏😍 tu é o cara! Te amo professor lindão!!! 💙,0,Não-ofensivo,Erro
Marcos Miliciano 🤮,1,Ofensivo,Erro
Dilma Rousseff só fala merda 😂😂😂😎👉,1,Ofensivo,Ofensivo
Se diz evangélico.pior dos seres a pedra arremessada e igual bumerangue prezado divirta.se com seu veneno.,1,Ofensivo,Ofensivo
Alguém arranca esse cabeca de ovo de lá pelo amor d Deus,1,Ofensivo,Ofensivo
Encantador de bürros. Isso que você é. Não passa de um verdadeiro fïlho de püta,1,Ofensivo,Ofensivo
Então a Globolixo vai fechar 😂😂por que publica fak,1,Ofensivo,Ofensivo
E os esquerdopatas vão perder todas as eleições.,1,Ofensivo,Erro
"Vc não tem nem coragem de por sua foto , vagabundo",1,Ofensivo,Ofensivo
@ed.biel vdd pq são uns vendidos,1,Ofensivo,Ofensivo
Este povo do PT são uns FDP..,1,Ofensivo,Ofensivo
SEU FILHO DA DESGRAÇA,1,Ofensivo,Ofensivo
Tudo bandido esses corruptos desgraçados,1,Ofensivo,Erro
"Hoooo Deus... As homenagens da Time, sei não viu...😂🤐",0,Não-ofensivo,Erro
"As perguntas já são induzidas. Tentando obter somente respostas que queimem o governo, mesmo assim não conseguiu, além dessa reporte q é ruuuim pra caramba...😂😂",1,Ofensivo,Ofensivo
Comenta sobre a condenação e a péssima gestao a frente da prefeitura. A derrota para o novato Joao Doria e depois para o ignorante xucro JB,1,Ofensivo,Ofensivo
@coca.figueiredo chefe não saber e normal..........fica na paz vamos nos alegrR mais segurança pra nós pais de família 👏,0,Não-ofensivo,Ofensivo
Janaína votei em você pra que você ajudasse o governo.,0,Não-ofensivo,Erro
Passou do limite! 😢 Chega de violência contra a mulher no Brasil!! #somostodosdamares,0,Não-ofensivo,Não-ofensivo
Esse PT é um lixo mesmo,1,Ofensivo,Erro
"Hahahahahaha, mano do céu.....tá foda, só rindo de nervoso mesmo!!",0,Não-ofensivo,Erro
Parabéns seu lindo👏,0,Não-ofensivo,Não-ofensivo
Parabéns Guerreiro. Deus Pátria e família 🇧🇷,0,Não-ofensivo,Erro
"Veja abaixo o twiter de Dinesh D´Souza: “Crianças – principalmente meninas brancas nórdicas com tranças e bochechas vermelhas – eram frequentemente usadas na propaganda nazista. Uma velha técnica de Goebbels! Parece que os progressistas de hoje ainda estão aprendendo o jogo da esquerda, anterior da década de 1930.”",1,Ofensivo,Ofensivo
"Esta Greta , só quer boa vida , só luxo e mordomias !! Vai rachar uma lenha ..!!",1,Ofensivo,Ofensivo
"Pelo que vejo grande parte do congresso legisla somente em causa própria, ladrões, corruptos não podem ser preso mas por fake news sim... Então a Globo está ferrada e PT nem se fala !",1,Ofensivo,Ofensivo
"Divina demais. Uma deusa de mulher. E quando assumiu o microfone, deixou todos emocionados com suas palavras, representatividade explodiu ali para a mulher negra, sempre subjugada como objeto (e sem valor) ... e a Miss Sul-africana mostrou que a luta ainda não acabou",0,Não-ofensivo,Não-ofensivo
Deixa estes ladrão solto só pode dar em baderna,1,Ofensivo,Ofensivo
Ei Bolsonaro vai tomar no c...,1,Ofensivo,Erro
O mesmo que defem a família tradicional!!🤮🤮,0,Não-ofensivo,Ofensivo
É isso aí ministro. Este podemos chamar de Vossa excelência pois está honrando seu mandato e principalmente não está nos decepcionando. 👏👏👏👏👏👏👏,0,Não-ofensivo,Erro
Velho gagá! E ninguém impede esse Zé Alzheimer!!!!,1,Ofensivo,Ofensivo
Homem de 😈 disfarçado de 🐑 para enganar o povo,1,Ofensivo,Ofensivo
"As pessoas de bem não vão fazer textão? Absurdo , quantas campanhas... quanta discussão em torno da segurança das nossas crianças, denúncias de pedofilia, pais e mães com medo dessa sociedade doente! E este homem público usando uma ferramenta de comunicação para isso?!! Não vai ser punido?? Não vai se retratar?! Vai ser assim??! A revolta em relaçao a inocência das crianças é seletiva?",1,Ofensivo,Ofensivo
"Prefiro a âncora da Globo cantando a música ""caneta azul, azul caneta"". E menos feio do que pagar mico ao vivo",1,Ofensivo,Não-ofensivo
Duas mulheres lindas Deus abençoe sempre,0,Não-ofensivo,Erro
Muito bem ministro.,0,Não-ofensivo,Não-ofensivo
Vagabundo pinguço,1,Ofensivo,Erro
"😂😂😂É porque a Pepa tem o mesmo espírito ruim do Mula! Deus não ajuda a ficar no alto,a ficar bem,tá sempre se l@scando!Minha mãe dizia: Quem muito quer nada tem! É o caso dela e do Mula! Beijão pra vc Carla! Estamos com vc e os bons do Congresso!🌷😘",1,Ofensivo,Ofensivo
Senhora Michele Bachelet! Com todo o respeito. Vai a merda.,1,Ofensivo,Ofensivo
Reestruturação da Carreira dos técnicos administrativos em educação das universidades federais!!!,0,Não-ofensivo,Erro
"Nojo eu tenho de meleca, o q sinto por esse asno não tem nome😡😡😡🤮🤮🤮🤮💩💩💩💩💩",1,Ofensivo,Ofensivo
Quem foi o imbecil que esvreveu isso??,1,Ofensivo,Erro
Pe. Júlio é um verdadeiro seguidor de Cristo! Parabéns! Vida longa cheia de bênçãos divinas!,0,Não-ofensivo,Erro
"Tem uma palavra para a mídia da destaque e está pirralha, medo do governo íntegro, sem roubalheira !",1,Ofensivo,Ofensivo
"Canalhas, comunistas desgracados!!!",1,Ofensivo,Ofensivo
Todo dia essa esquerda quer desmoralizar nosso governo. 🇧🇷💚🙏🇧🇷🙏🏿,1,Ofensivo,Ofensivo
"Livro excelente, vale muito a leitura e reflexão 🧐📖",0,Não-ofensivo,Erro
Esse bandido tem que voltar é pra cadeia😡😠,1,Ofensivo,Ofensivo
Pena da de vc devolva o que nunca foi teu,1,Ofensivo,Ofensivo
Muito vaidosa e cheia de si... vai trapacear quem puder.,1,Ofensivo,Ofensivo
Justiça por Marielle! Solidariedade a sua família!,0,Não-ofensivo,Não-ofensivo
"Perturbador, asqueroso, ridículo. 😡 #nãopassarão",1,Ofensivo,Ofensivo
A cada dia fico mais admirado com a cara de pau da elite dominante desse mundo até quando irão nos fazer de otários,1,Ofensivo,Ofensivo
PARABÉNS DEPUTADA,0,Não-ofensivo,Erro
Kkkkkkkkkkkkkkjjjj ainda está aqui ALMA PENADA E ALMADIOCADA LUIZ INACIO DA SILVA......................................,1,Ofensivo,Ofensivo
"As mulheres te respeitam Damaris! Continue firme com seus propósitos, não permite que um cafajeste, um troglodita te faça sentir mal! Ignore pessoas que não merecem sua compaixão.😘",1,Ofensivo,Erro
"Esse governador é fantástico , representa meu voto !!!!",0,Não-ofensivo,Não-ofensivo
Alexandre Garcia fala com propriedade .Tem conhecimento e o repasse de forma tranquila e sabia. Vamos valorizar os Avanços ! Aplaudir as conquistas com bibes peitudas e dentro do contexto real! Bravos e Vivas🙏👏👏🇧🇷🇧🇷🇧🇷🇧🇷,0,Não-ofensivo,Não-ofensivo
Lula é muito inteligente !!! 😍👏🇧🇷🇧🇷🇧🇷,0,Não-ofensivo,Erro
ISSO É O BONECO ASSASSINO?,1,Ofensivo,Ofensivo
"absurdo, porra aqui não e casa de veraneio. esses parlamentares tem que ser afastados, que palhaçada",1,Ofensivo,Ofensivo
"Velho dafado, sem vergonha! Ta praticando pedofilia seu patético?",1,Ofensivo,Ofensivo
"Claro que Justo a liberdade de LULA, que a justiça seja feita para o nosso país voltar a crescer em 2022, não sei se os brasileiros vão aguentar fome, desemprego e etc...mais 3 anos até chegar 2022😔😔😔😔😔😔😔😔😔😔",0,Não-ofensivo,Não-ofensivo
O mundo bem representado pela miss universo .,0,Não-ofensivo,Erro
Dois tipos sem graça e sem vergonha!,1,Ofensivo,Erro
Bora acabar com a fome e fazer o Brasil avançar,0,Não-ofensivo,Erro
A leitura de O Avesso da Pele é fundamental!,0,Não-ofensivo,Erro
revoltante.... asqueroso! @aleflamenco,1,Ofensivo,Ofensivo
Show de bola ⚽️⚽️⚽️⚽️⚽️⚽️,0,Não-ofensivo,Erro
"Meu Deus que vergonha desses seres travestido de humanos! São as crias de lucifer, não tem outra explicação...",1,Ofensivo,Ofensivo
"Seja bem-vinda, Aniele Franco!",0,Não-ofensivo,Erro
Vc merece a faixa de presidente do Brasil! Mas a medalha já é um bom começo. Parabéns!,0,Não-ofensivo,Erro
"Que nojo dessa gentalha da esquerda, são o submundo do mal!!😡",1,Ofensivo,Ofensivo
Amor de pai 🍷🗿,0,Não-ofensivo,Erro
Ela é uma pirralha sim!,1,Ofensivo,Erro
"Ficou Tarcísio pra nos alegrar,,,,mto gente boa.... competência..e mto mais..",0,Não-ofensivo,Não-ofensivo
Excremento! Escória!,1,Ofensivo,Erro
Atual governo é responsável..,0,Não-ofensivo,Erro
@mariaines0803 só se for dentro da sua bunda.,1,Ofensivo,Ofensivo
"Por favor processe este escroto,energúmeno,mente capto,imundo,porco,em nome de todas as mulheres do Brasil,processe!",1,Ofensivo,Ofensivo
Que a justiça aconteça em nome de Jesus,0,Não-ofensivo,Erro
Apoio o ato e a visão mas cadê as mulheres?,0,Não-ofensivo,Erro
